KIDS,PERINSCQ,FDHOMECQ,UTILCQ
1.0,2605.1618,1083.3333,440.0
0.0,0.0,433.3333,82.0
1.0,1651.6666,1126.6667,569.0
0.0,854.1668,476.6667,954.0
0.0,3489.6,866.6667,1018.0
0.0,670.1,946.0,0.0
0.0,214.6,520.0,670.0
0.0,0.0,346.6667,1306.0
0.0,1598.3334,615.3333,275.0
1.0,7274.1666,1040.0,914.0
0.0,816.0,863.3333,470.0
0.0,3007.0,713.3333,1018.0
0.0,0.0,147.3333,165.0
0.0,51.0,866.6667,694.0
1.0,446.3334,736.6667,620.0
0.0,2075.3334,346.6667,185.0
0.0,0.0,260.0,360.0
1.0,1627.1666,780.0,861.0
0.0,1012.6334,688.0,603.0
0.0,803.3334,563.3333,480.0
0.0,0.0,488.6667,0.0
0.0,1147.5,650.0,834.0
1.0,490.4334,1148.3333,772.0
0.0,1700.4666,1950.0,820.0
1.0,114.8334,216.6667,85.3333
0.0,0.0,1083.3333,640.6667
0.0,0.0,260.0,144.0
0.0,7061.8332,1126.6667,755.0
0.0,1162.8334,372.6667,914.0
0.0,0.0,693.3333,1031.0
1.0,345.5334,780.0,100.0
0.0,0.0,390.0,141.0
0.0,0.0,866.6667,1074.0
0.0,612.1666,953.3333,485.0
0.0,0.0,2201.3333,790.0
0.0,0.0,303.3333,66.6667
1.0,1699.6666,1560.0,1082.0
0.0,650.5,693.3333,1302.0
1.0,825.1334,251.3333,496.0
0.0,0.0,303.3333,233.0
1.0,1146.7,866.6667,738.0
0.0,1795.1284,1473.3333,700.0
1.0,1263.5,1516.6667,900.0
0.0,610.6666,780.0,1260.0
0.0,618.3666,910.0,474.0
0.0,0.0,130.0,238.0
0.0,0.0,606.6667,899.0
0.0,132.0,632.6667,693.0
0.0,535.5,346.6667,658.0
0.0,380.8334,693.3333,716.0
0.0,568.6666,433.3333,1109.0
1.0,752.5,390.0,775.0
1.0,691.5,1256.6667,790.0
0.0,336.6666,590.6667,0.0
0.0,16.0,476.6667,913.0
0.0,153.4,866.6667,570.0
1.0,1138.3666,1040.0,1100.0
0.0,226.0334,86.6667,296.0
0.0,1769.6284,476.6667,372.0
0.0,1020.0,780.0,972.0
0.0,0.0,86.6667,50.0
1.0,204.0,1300.0,280.0
0.0,130.8666,866.6667,189.0
0.0,0.0,320.6667,1855.0
0.0,442.9666,520.0,622.0
0.0,0.0,216.6667,1036.0
0.0,2350.5284,563.3333,186.0
0.0,562.1666,0.0,583.0
0.0,0.0,476.6667,106.0
0.0,476.2,953.3333,540.0
0.0,0.0,0.0,0.0
1.0,849.1666,1516.6667,731.0
1.0,730.5666,866.6667,1282.0
0.0,5265.7,1040.0,438.0
0.0,0.0,650.0,357.0
1.0,211.0666,216.6667,236.0
0.0,102.0,693.3333,570.0
0.0,382.5,866.6667,170.0
0.0,1670.3334,1126.6667,539.0
0.0,0.0,199.3333,471.0
0.0,1518.1668,1386.6667,642.0
0.0,1749.1666,346.6667,436.0
0.0,1446.0,572.0,604.0
0.0,648.6666,390.0,557.0
0.0,262.1666,563.3333,778.0
1.0,408.0,1088.0,446.0
1.0,747.0,1040.0,763.0
0.0,1850.6666,866.6667,356.0
0.0,3838.1666,736.6667,1748.0
1.0,0.0,442.0,1325.3333
0.0,1077.2,996.6667,1106.0
0.0,803.3334,173.3333,111.0
1.0,289.4,1430.0,280.0
0.0,0.0,0.0,118.0
1.0,988.7666,1733.3333,805.0
0.0,873.6,1300.0,1017.3333
0.0,2407.3334,693.3333,496.0
0.0,2425.0,817.3333,670.0
0.0,423.7666,563.3333,374.0
0.0,0.0,372.6667,64.0
0.0,34.3334,0.0,0.0
1.0,439.8334,17.3333,688.0
1.0,1734.0,1172.0,762.0
0.0,0.0,433.3333,303.0
0.0,657.8334,754.0,435.0
1.0,1791.0,3033.3333,1286.0
1.0,839.5,910.0,334.0
1.0,1190.7334,2712.6667,1119.0
0.0,446.3334,693.3333,522.0
0.0,306.2666,650.0,847.0
0.0,2638.5,589.3333,1280.0
0.0,420.8334,390.0,294.0
1.0,2736.0334,1202.0,1320.0
0.0,664.3,1863.3333,1046.0
0.0,0.0,433.3333,554.0
0.0,3533.0,693.3333,1231.0
0.0,522.8334,866.6667,310.0
0.0,683.8666,1733.3333,340.0
0.0,1640.4666,1906.6667,1295.0
0.0,11.5,1300.0,852.0
0.0,581.1666,216.6667,860.0
0.0,398.6666,520.0,200.0
0.0,1642.6666,208.0,334.0
0.0,475.2334,1014.0,728.0
0.0,191.3334,1473.3333,1274.0
0.0,1032.8334,1126.6667,924.0
1.0,1713.3334,303.3333,667.0
0.0,0.0,1109.3333,465.0
0.0,382.5,260.0,168.6667
1.0,157.1334,780.0,410.0
0.0,0.0,520.0,586.0
0.0,323.7666,866.6667,1060.0
0.0,1542.3332,260.0,778.0
1.0,1117.5,606.6667,1057.0
0.0,1029.8666,563.3333,320.0
0.0,0.0,234.0,751.0
0.0,655.4666,488.6667,496.0
1.0,1632.1666,1733.3333,1710.0
0.0,90.0,433.3333,452.0
0.0,0.0,736.6667,562.0
1.0,968.7334,866.6667,936.0
1.0,637.5,606.6667,745.0
0.0,0.0,164.6667,83.0
0.0,0.0,1906.6667,343.0
0.0,1515.0,823.3333,1320.0
0.0,0.0,450.6667,886.0
0.0,0.0,450.6667,392.0
1.0,1020.1666,1126.6667,877.0
0.0,6.1666,398.6667,39.3333
0.0,3010.2666,1300.0,645.0
1.0,540.5,780.0,993.0
1.0,586.5,910.0,546.0
0.0,1147.5,390.0,372.0
1.0,739.6666,996.6667,220.0
1.0,966.4334,866.6667,1690.0
0.0,2013.8334,759.0,1038.0
0.0,77.0,953.3333,729.0
0.0,363.1,390.0,170.0
0.0,257.8666,433.3333,432.0
1.0,180.9334,780.0,595.0
1.0,3254.0,1300.0,1213.0
0.0,0.0,563.3333,328.0
0.0,843.6334,823.3333,880.0
1.0,637.5,433.3333,200.0
0.0,861.5,2600.0,751.0
0.0,1825.6284,693.3333,204.0
1.0,216.8334,910.0,730.0
0.0,11.0,615.3333,854.0
0.0,674.0666,563.3333,702.0
0.0,0.0,390.0,232.0
0.0,225.0,749.3333,800.0
1.0,1072.6,2166.6667,1137.0
0.0,0.0,346.6667,200.0
0.0,1147.5,866.6667,946.0
0.0,1326.1666,996.6667,1258.0
0.0,1763.8334,936.6667,1144.0
0.0,1769.6284,216.6667,1971.0
0.0,617.3666,693.3333,485.0
0.0,3749.5,346.6667,163.0
0.0,90.0,372.6667,334.0
1.0,1769.6284,1950.0,721.0
0.0,0.0,260.0,92.0
0.0,0.0,0.0,0.0
0.0,2541.1284,1386.6667,1113.0
0.0,382.5,390.0,456.0
0.0,439.6334,433.3333,150.0
0.0,1336.0334,693.3333,694.0
0.0,717.8334,390.0,640.0
0.0,102.0,303.3333,480.0
0.0,0.0,433.3333,536.0
1.0,408.0,2166.6667,333.0
0.0,204.0,910.0,221.0
0.0,736.4334,563.3333,672.0
1.0,1589.3334,866.6667,913.0
0.0,0.0,749.3333,264.0
0.0,68.0,390.0,666.0
0.0,765.0,866.6667,1256.0
0.0,1621.1668,303.3333,210.0
0.0,394.1334,1083.3333,653.0
0.0,1568.3334,866.6667,949.0
1.0,535.5,1820.0,1208.0
1.0,1324.2666,1300.0,1620.0
0.0,1504.6666,2210.0,1286.0
1.0,3038.195,2600.0,1293.0
0.0,332.5,390.0,645.0
0.0,739.3334,260.0,440.0
1.0,597.7334,1090.0,1122.0
0.0,24.0,1776.6667,1055.0
0.0,0.0,390.0,400.0
0.0,2080.3334,1170.0,600.0
0.0,306.0,433.3333,250.0
1.0,457.8666,1300.0,406.0
0.0,5936.295,440.0,810.0
0.0,1173.0,650.0,895.0
1.0,344.3334,910.0,746.0
0.0,291.0,780.0,475.0
1.0,624.8334,953.3333,1131.3333
0.0,463.1666,606.6667,100.0
0.0,586.8334,650.0,1087.0
1.0,994.5,866.6667,1120.0
0.0,3539.2568,866.6667,736.0
1.0,4466.1334,1516.6667,806.0
1.0,846.0,1170.0,2224.0
0.0,1004.6,693.3333,365.0
0.0,0.0,476.6667,258.0
0.0,311.1334,260.0,340.0
0.0,382.5,520.0,549.0
1.0,364.6666,1300.0,446.0
0.0,0.0,433.3333,385.0
1.0,1732.8334,1375.3333,971.0
1.0,357.0,390.0,0.0
1.0,1405.5334,2166.6667,688.0
0.0,861.7334,693.3333,1028.0
0.0,306.9666,1040.0,1047.0
0.0,1349.6666,1560.0,1008.0
0.0,411.0,312.0,1537.0
0.0,1118.2334,749.3333,240.0
1.0,1468.3,1300.0,762.0
0.0,57.5667,173.3333,125.0
1.0,1171.7309,1255.0,202.0
1.0,306.0,628.3333,114.0
1.0,439.4333,325.0,115.0
1.0,463.2167,563.6667,490.0
0.0,0.0,86.6667,140.0
1.0,442.3334,390.0,289.0
0.0,0.0,78.0,43.0
1.0,885.4167,1083.3333,385.0
0.0,283.0,325.0,525.0
0.0,82.9167,303.3333,143.0
0.0,15.9667,261.6667,84.0
1.0,0.0,268.6667,73.0
0.0,441.6667,541.6667,362.0
0.0,829.3333,498.3333,290.0
1.0,429.8167,715.0,682.0
0.0,0.0,390.0,342.0
0.0,232.0833,606.6667,245.0
1.0,130.65,346.6667,135.0
1.0,159.4167,650.0,691.0
0.0,217.55,151.6667,85.0
0.0,0.0,260.0,255.0
0.0,0.0,476.6667,258.0
1.0,70.1667,520.0,102.0
0.0,510.1,173.3333,236.0
0.0,750.6833,381.3333,117.0
0.0,832.5833,473.0,340.0
0.0,0.0,433.3333,120.0
0.0,76.5,43.3333,178.0
0.0,81.5833,86.6667,35.0
0.0,300.0,260.0,81.0
1.0,1470.4833,628.3333,463.0
0.0,0.0,151.6667,328.0
0.0,345.6333,496.6667,514.0
0.0,67.05,195.0,140.0
1.0,172.7167,343.0,794.0
1.0,2678.3493,563.3333,1090.0
0.0,786.8333,563.3333,775.0
0.0,294.4333,346.6667,410.0
1.0,499.3333,346.6667,341.0
1.0,824.0833,650.0,603.0
0.0,408.1667,244.3333,162.0
0.0,917.6667,650.0,584.0
0.0,887.0001,390.0,65.0
0.0,127.5,203.6667,17.3333
0.0,192.2833,173.3333,475.0
0.0,0.0,606.6667,156.0
0.0,156.7667,650.0,400.0
1.0,535.5,606.6667,305.0
0.0,153.7333,680.3333,488.0
1.0,49.45,173.3333,215.0
1.0,597.0833,368.3333,395.0
0.0,3108.5451,390.0,225.0
0.0,227.4167,216.6667,155.0
0.0,350.6667,433.3333,87.0
0.0,0.0,21.6667,200.0
1.0,1262.7309,325.0,485.0
0.0,41.0,86.6667,70.0
0.0,0.0,281.6667,431.0
0.0,403.9167,585.0,575.0
1.0,279.9167,433.3333,531.0
0.0,286.9167,195.0,165.0
0.0,41.3333,121.3333,214.0
0.0,1267.1142,476.6667,453.0
1.0,115.7167,390.0,170.0
0.0,304.5667,741.0,497.0
0.0,1194.5,433.3333,903.0
0.0,22.3333,455.0,292.0
0.0,112.5,411.6667,259.0
1.0,0.0,390.0,135.0
0.0,0.0,260.0,426.0
0.0,610.5,780.0,495.0
1.0,0.0,563.3333,305.0
0.0,1810.3334,1167.6667,394.0
0.0,350.6667,346.6667,417.0
0.0,600.5,238.3333,308.0
0.0,197.6667,390.0,26.0
1.0,226.7167,455.0,408.0
0.0,57.4167,195.0,95.0
1.0,42.0833,216.6667,465.0
0.0,290.2,866.6667,364.0
0.0,560.25,238.3333,225.0
1.0,13.0833,736.6667,324.0
0.0,63.75,138.6667,116.0
0.0,224.0333,563.6667,128.0
1.0,223.1667,476.6667,350.0
0.0,524.5834,758.3333,168.0
0.0,369.75,736.6667,332.0
0.0,970.7,563.3333,305.0
1.0,884.8142,866.6667,450.0
0.0,835.0,650.0,484.0
1.0,537.1167,273.0,228.0
1.0,586.9167,520.0,412.0
1.0,313.1667,437.6667,517.0
1.0,1224.3333,524.3333,424.0
0.0,0.0,238.3333,93.0
0.0,884.8142,303.3333,100.0
1.0,801.45,433.3333,487.0
0.0,239.6333,346.6667,192.0
1.0,846.0667,520.0,301.0
0.0,46.4167,390.0,20.0
1.0,701.25,866.6667,654.0
0.0,232.8333,86.6667,51.0
0.0,0.0,650.0,419.0
0.0,371.8833,260.0,186.0
1.0,1059.9166,1460.3333,397.0
1.0,282.4167,606.6667,280.0
0.0,1017.4167,606.6667,538.0
0.0,642.7667,468.0,966.0
0.0,146.6667,216.6667,118.0
0.0,151.1333,260.0,415.0
0.0,165.75,281.6667,259.0
0.0,145.9167,650.0,853.0
1.0,361.6667,325.0,310.0
0.0,3513.3,586.0,717.0
1.0,34.6667,476.6667,87.0
1.0,994.5,953.3333,365.0
0.0,57.4167,108.3333,60.0
0.0,446.25,238.3333,150.0
0.0,423.5833,346.6667,525.0
0.0,212.5,650.0,360.0
0.0,0.0,346.6667,266.0
0.0,204.0,281.6667,124.0
0.0,586.5,281.6667,387.0
0.0,213.7333,86.6667,124.0
0.0,1716.4167,281.6667,425.0
0.0,395.3333,520.0,240.0
1.0,1254.2167,405.0,484.0
1.0,407.5833,650.0,145.0
0.0,529.1667,823.3333,319.0
0.0,884.8142,628.3333,961.0
0.0,176.6167,462.3333,130.0
1.0,737.0,476.6667,90.0
0.0,191.25,130.0,247.0
0.0,0.0,368.3333,97.0
0.0,6.4167,433.3333,191.0
1.0,82.4,303.3333,280.0
1.0,843.0833,173.3333,460.0
0.0,12.75,498.3333,645.0
0.0,289.7333,173.3333,260.0
0.0,0.0,281.6667,220.0
0.0,811.75,671.6667,473.6667
0.0,0.6667,203.0,232.0
0.0,0.0,130.0,323.0
0.0,408.0,260.0,494.0
0.0,446.3333,476.6667,230.0
0.0,0.0,65.0,185.0
1.0,267.75,810.3333,260.0
0.0,318.75,108.3333,437.0
0.0,0.0,65.0,641.0
1.0,925.4167,1950.0,407.0
1.0,648.2,601.0,1045.0
1.0,635.7667,390.0,413.0
0.0,223.1667,65.0,210.0
0.0,514.3167,411.6667,397.0
0.0,108.4167,715.0,274.0
0.0,0.0,433.3333,303.0
1.0,412.1,195.0,0.0
1.0,216.75,346.6667,150.0
0.0,529.95,173.3333,375.0
0.0,351.0,325.0,280.0
0.0,0.0,671.6667,621.0
0.0,129.75,346.6667,702.0
0.0,29.25,244.3333,240.0
0.0,0.0,195.0,190.0
0.0,779.0,216.6667,198.0
0.0,0.0,130.0,50.0
0.0,40.1333,390.0,370.0
1.0,163.4333,325.0,360.0
0.0,109.7,307.6667,233.0
1.0,726.4167,563.3333,393.0
0.0,0.0,650.0,267.0
0.0,884.8142,374.6667,526.0
0.0,283.9333,346.6667,241.0
0.0,0.0,450.0,611.0
0.0,110.2167,433.3333,272.0
0.0,406.5834,260.0,471.6667
0.0,478.1667,385.6667,198.0
0.0,860.6667,260.0,379.0
0.0,315.75,303.3333,597.0
1.0,1932.65,736.6667,381.0
1.0,847.25,736.6667,440.0
1.0,178.5,563.3333,336.0
1.0,81.5167,390.0,400.0
0.0,884.8142,476.6667,87.0
0.0,0.0,195.0,213.0
0.0,287.0,260.0,490.0
1.0,1632.75,650.0,414.0
1.0,430.7333,541.6667,165.0
0.0,201.9167,190.6667,295.0
0.0,0.0,1040.0,606.0
0.0,0.0,195.0,451.0
0.0,780.75,338.0,378.0
0.0,285.9833,390.0,248.0
0.0,0.0,390.0,320.0
0.0,606.0833,520.0,154.0
0.0,684.4167,368.3333,380.0
0.0,842.6667,216.6667,375.0
0.0,248.6667,455.0,263.0
0.0,0.0,203.6667,331.0
0.0,280.9833,473.0,579.0
0.0,567.4167,476.6667,593.0
1.0,322.55,650.0,1762.0
0.0,296.9166,108.3333,347.0
0.0,1512.1475,164.6667,182.0
0.0,429.9,0.0,216.6667
1.0,0.0,433.3333,262.0
0.0,0.0,281.6667,702.0
0.0,294.0667,108.3333,275.0
1.0,1292.8142,1083.3333,340.0
0.0,0.0,416.6667,321.0
1.0,191.25,433.3333,325.0
0.0,350.6667,195.0,235.0
0.0,191.1833,455.0,251.0
0.0,0.0,164.6667,315.0
0.0,189.9,303.3333,50.0
0.0,1038.1667,108.3333,668.0
0.0,433.5,216.6667,266.0
1.0,655.1667,823.3333,418.0
1.0,160.7167,520.0,456.0
0.0,248.6667,390.0,388.0
0.0,564.4167,650.0,264.0
1.0,202.1,585.0,465.0
0.0,41.65,260.0,460.0
1.0,732.4167,650.0,170.0
0.0,0.0,173.3333,193.0
0.0,1045.1642,374.6667,366.0
0.0,1109.6667,216.6667,202.0
1.0,212.9167,281.6667,181.0
0.0,312.4167,498.3333,80.0
0.0,483.0333,390.0,250.0
0.0,0.0,325.0,838.0
0.0,0.0,585.0,2023.0
0.0,210.4167,303.3333,472.0
0.0,0.0,108.3333,286.0
1.0,273.9167,1074.6667,160.0
0.0,170.0,260.0,406.0
1.0,1548.2475,730.6667,397.0
0.0,3985.8854,520.0,514.0
0.0,0.0,151.6667,76.6667
0.0,0.0,173.3333,226.0
1.0,561.1833,1031.3333,515.0
0.0,434.7333,281.6667,578.0
0.0,0.0,281.6667,334.0
0.0,0.0,390.0,257.0
0.0,381.6333,281.6667,0.0
0.0,516.0834,390.0,191.0
0.0,358.5,541.6667,645.0
0.0,1159.9309,650.0,356.0
0.0,0.0,86.6667,113.0
0.0,0.0,433.3333,85.0
1.0,184.2167,520.0,436.0
0.0,0.0,346.6667,223.0
0.0,232.5167,244.3333,55.0
0.0,0.0,195.0,307.0
0.0,433.95,374.6667,150.0
0.0,0.0,455.0,312.0
0.0,0.0,303.3333,309.0
0.0,0.0,0.0,0.0
0.0,1091.0,628.3333,1079.0
0.0,733.1667,346.6667,675.0
0.0,22.9167,104.0,122.0
0.0,0.0,150.0,673.0
0.0,0.0,151.6667,153.0
0.0,0.0,173.3333,268.0
0.0,647.4333,736.6667,635.0
0.0,899.1142,429.0,767.0
0.0,1087.7809,281.6667,324.0
0.0,118.0,216.6667,174.0
1.0,613.0,650.0,410.0
0.0,594.6667,238.3333,315.0
0.0,473.0,216.6667,413.0
0.0,428.1,346.6667,293.0
0.0,574.0667,325.0,422.0
0.0,286.9167,151.6667,130.0
1.0,361.95,346.6667,590.0
0.0,76.5,43.3333,98.0
1.0,1032.9167,567.6667,419.0
0.0,675.3333,346.6667,280.0
0.0,0.0,344.0,153.0
1.0,0.0,346.6667,304.0
1.0,200.2167,294.6667,295.0
1.0,2212.9333,790.0,365.0
1.0,767.0,303.3333,760.0
1.0,1300.3333,1430.0,524.0
0.0,0.0,273.0,232.0
1.0,697.6166,1083.3333,478.0
0.0,2580.3333,390.0,420.0
0.0,380.6833,273.0,255.0
0.0,1171.5,520.0,400.0
0.0,1550.0309,1464.6667,471.0
1.0,281.8833,476.6667,617.0
0.0,0.0,563.3333,201.0
0.0,617.4667,633.6667,380.0
0.0,0.0,344.0,14.0
0.0,147.25,130.0,230.0
1.0,357.6667,606.6667,482.0
1.0,986.8142,756.6667,667.0
1.0,1106.5834,585.0,395.0
0.0,100.1167,281.6667,250.0
0.0,0.0,333.6667,160.0
1.0,191.25,563.3333,290.0
0.0,517.5167,303.3333,586.0
1.0,533.7667,563.6667,767.0
0.0,45.9167,368.3333,414.0
0.0,182.9167,130.0,65.0
1.0,2167.2975,953.3333,689.0
0.0,440.6667,108.3333,327.0
1.0,82.6833,563.3333,218.0
1.0,541.9167,0.0,264.0
0.0,1406.6667,260.0,514.0
1.0,712.4667,541.6667,431.0
1.0,409.0833,346.6667,430.0
0.0,290.0833,247.0,239.0
0.0,255.0,303.3333,130.0
0.0,618.4833,303.3333,620.0
1.0,675.0166,758.3333,320.0
0.0,216.4333,281.6667,165.0
0.0,19.1667,43.3333,40.0
1.0,0.0,390.0,213.0
0.0,0.0,0.0,123.0
1.0,520.8333,520.0,250.0
1.0,312.4167,260.0,367.0
1.0,2647.6167,433.3333,468.0
1.0,192.8,563.3333,369.0
0.0,357.0,242.6667,165.0
0.0,194.7,281.6667,168.6667
0.0,95.6667,0.0,360.0
1.0,155.6667,520.0,206.0
0.0,903.7666,1083.3333,534.0
1.0,159.4167,325.0,200.0
0.0,350.6667,585.0,452.0
0.0,884.8142,238.3333,331.0
1.0,1806.3333,1950.0,184.0
0.0,414.4167,593.6667,364.0
0.0,446.25,585.0,254.0
0.0,107.1667,281.6667,316.0
0.0,0.0,151.6667,68.0
1.0,223.1667,520.0,243.0
1.0,52.3333,433.3333,143.0
0.0,0.0,368.3333,220.0
1.0,1110.4167,520.0,445.0
0.0,589.8333,606.6667,581.0
0.0,0.0,433.3333,343.0
0.0,0.0,108.3333,131.0
0.0,885.4809,216.6667,380.0
1.0,765.0,953.3333,868.0
1.0,346.5834,455.0,273.0
1.0,126.25,433.3333,220.0
0.0,0.0,173.3333,0.0
1.0,0.0,671.6667,465.0
1.0,157.3833,433.3333,605.0
0.0,18.0,312.0,215.0
1.0,459.0833,494.6667,400.0
1.0,1769.6284,390.0,170.0
0.0,625.0,238.3333,460.0
1.0,436.5667,910.0,216.0
0.0,220.0,433.3333,331.0
0.0,0.0,260.0,571.0
0.0,0.0,130.0,233.0
0.0,114.75,303.3333,93.0
1.0,1084.8142,953.3333,663.0
0.0,406.4667,433.3333,250.0
0.0,0.0,195.0,174.0
0.0,15.4167,264.3333,0.0
1.0,146.6667,390.0,226.0
1.0,1686.1809,823.3333,729.0
0.0,510.0,292.0,101.0
1.0,2199.9333,628.3333,746.0
0.0,501.0833,368.3333,200.3333
1.0,533.25,619.6667,503.0
0.0,20.7167,537.3333,384.0
0.0,306.6667,325.0,373.0
0.0,122.25,381.3333,85.0
1.0,98.8333,541.6667,417.0
0.0,544.4667,473.0,278.0
1.0,1420.3334,1040.0,830.0
0.0,72.0,325.0,460.0
0.0,128.75,108.3333,48.0
0.0,458.7333,303.3333,323.0
0.0,0.0,216.6667,35.0
0.0,469.95,473.0,665.0
0.0,0.0,195.0,13.3333
1.0,1157.6667,585.0,908.0
1.0,1363.45,650.0,485.0
0.0,76.5,86.6667,65.0
0.0,711.2333,476.6667,510.0
0.0,107.7667,281.6667,137.0
1.0,627.0167,433.3333,187.0
1.0,184.0167,346.6667,60.0
1.0,240.4166,216.6667,328.0
1.0,522.4333,476.6667,231.0
1.0,732.4167,1386.6667,634.0
0.0,662.85,473.0,0.0
0.0,750.1667,411.6667,486.0
0.0,0.0,346.6667,1853.0
0.0,0.0,303.3333,46.6667
0.0,972.8142,390.0,463.0
0.0,0.0,234.0,172.0
0.0,83.95,374.6667,243.0
0.0,280.85,260.0,135.0
0.0,427.1833,281.6667,480.0
0.0,0.0,65.0,66.0
1.0,321.9167,346.6667,889.0
0.0,414.4167,130.0,200.0
0.0,827.85,736.6667,136.0
0.0,0.0,216.6667,231.0
1.0,466.1666,381.3333,380.0
0.0,198.9167,390.0,100.0
0.0,75.8833,203.0,130.0
0.0,5502.9167,563.3333,268.0
1.0,511.25,563.3333,332.0
0.0,1693.25,520.0,275.0
0.0,0.0,130.0,383.0
0.0,0.0,238.3333,0.0
0.0,0.0,86.6667,30.0
0.0,151.6,390.0,364.0
0.0,1605.5,975.0,490.0
0.0,255.0,130.0,130.0
1.0,172.4667,374.6667,229.0
1.0,151.75,650.0,289.0
0.0,446.3333,177.6667,239.0
0.0,2071.5975,433.3333,386.0
0.0,471.75,78.0,60.0
0.0,756.7667,520.0,358.0
1.0,1475.75,433.3333,1624.0
1.0,389.0833,281.6667,495.0
1.0,1781.9475,606.6667,945.0
1.0,162.0,390.0,180.0
1.0,433.5,390.0,236.0
0.0,253.9333,541.6667,207.0
0.0,0.0,138.6667,150.0
0.0,63.75,238.3333,247.0
0.0,344.3333,65.0,155.0
0.0,2070.75,1300.0,220.0
0.0,0.0,216.6667,345.0
0.0,251.5167,346.6667,338.0
0.0,501.85,260.0,245.0
0.0,19.1667,91.0,50.0
0.0,0.0,316.3333,325.0
0.0,225.8333,346.6667,228.0
0.0,1808.0,151.6667,211.0
0.0,153.0,195.0,178.0
0.0,153.0,303.3333,550.0
1.0,240.85,433.3333,500.0
0.0,122.4167,86.6667,731.0
1.0,1184.8333,1256.6667,753.0
0.0,0.0,151.6667,78.0
1.0,342.5,173.3333,220.0
0.0,882.5,801.6667,338.0
0.0,0.0,946.6667,41.3333
0.0,16.0167,303.3333,61.6667
0.0,102.0,108.3333,121.0
0.0,333.8667,476.6667,297.0
0.0,0.0,433.3333,232.0
0.0,0.0,290.3333,436.0
0.0,404.3167,462.3333,288.0
0.0,223.1667,216.6667,295.0
0.0,0.0,208.0,132.0
0.0,363.4167,303.3333,316.0
0.0,166.2667,520.0,692.0
1.0,916.0642,108.3333,648.0
0.0,271.5167,130.0,133.6667
0.0,0.0,325.0,425.0
0.0,232.0,238.3333,50.0
1.0,242.0333,173.3333,86.0
1.0,12.75,541.6667,463.0
0.0,1116.1667,866.6667,813.0
0.0,599.25,866.6667,700.0
0.0,765.8333,325.0,466.0
0.0,223.7167,281.6667,0.0
0.0,267.75,325.0,308.0
0.0,0.0,216.6667,410.0
0.0,548.5833,650.0,272.0
0.0,0.0,303.3333,313.0
0.0,274.1667,325.0,431.0
0.0,211.5,346.6667,286.0
0.0,9.5,151.6667,222.0
1.0,140.4833,433.3333,216.6667
0.0,610.0167,346.6667,260.0
0.0,345.6167,498.3333,376.0
1.0,742.65,1170.0,476.6667
0.0,382.0,476.6667,415.0
0.0,48.0167,260.0,199.0
0.0,34.6667,52.0,53.0
1.0,1769.6284,975.0,536.0
1.0,663.0,563.3333,525.0
1.0,552.25,693.3333,474.0
0.0,654.7,433.3333,280.0
0.0,146.6667,390.0,300.0
0.0,500.5,173.3333,105.0
0.0,7348.6284,405.0,516.0
1.0,632.1167,680.3333,485.0
0.0,756.5833,758.3333,445.0
1.0,0.0,346.6667,340.0
1.0,1384.9809,650.0,800.0
1.0,1.9167,585.0,263.0
1.0,472.9167,715.0,500.0
1.0,884.8142,390.0,657.0
1.0,471.75,476.6667,303.0
0.0,566.6167,195.0,117.0
0.0,0.0,238.3333,399.0
0.0,612.3167,303.3333,216.0
1.0,1346.8167,325.0,596.0
0.0,70.4167,866.6667,161.3333
0.0,884.8142,260.0,530.0
0.0,382.5,216.6667,276.0
0.0,587.3667,866.6667,465.0
1.0,244.8333,520.0,330.0
0.0,910.4,216.6667,400.0
0.0,243.6,541.6667,180.0
1.0,448.1667,325.0,180.0
1.0,379.5833,433.3333,198.0
1.0,1446.0833,411.6667,518.0
0.0,0.0,130.0,20.0
0.0,5401.4086,130.0,145.0
1.0,884.8142,303.3333,401.0
1.0,1703.25,520.0,690.0
1.0,490.9167,433.3333,415.0
0.0,110.35,390.0,300.0
0.0,204.0,216.6667,55.0
0.0,548.3333,335.0,491.0
1.0,1150.1666,650.0,975.0
0.0,0.0,344.0,385.0
1.0,315.2833,758.3333,514.6667
0.0,884.8142,520.0,185.0
0.0,2029.8334,455.0,335.0
0.0,95.6667,151.6667,257.0
0.0,140.25,108.3333,175.0
0.0,82.1833,346.6667,364.0
1.0,822.0333,878.3333,788.0
1.0,159.4167,346.6667,150.0
0.0,0.0,303.3333,232.0
0.0,68.0,281.6667,165.0
0.0,528.4167,281.6667,260.0
0.0,230.5667,498.3333,712.0
1.0,514.0,732.3333,123.0
0.0,939.25,541.6667,1327.0
0.0,459.4,244.3333,259.0
0.0,294.2667,390.0,467.0
1.0,1923.6666,1300.0,372.0
0.0,357.0,33.6667,742.3333
1.0,0.0,541.6667,420.0
0.0,0.0,433.3333,130.0
0.0,1427.5,520.0,942.0
0.0,109.6666,563.3333,246.0
1.0,790.5,1473.3333,684.0
0.0,1428.8334,1213.3333,585.0
1.0,1181.1666,823.3333,705.0
0.0,1118.3334,1083.3333,690.0
1.0,2221.0284,1083.3333,1014.0
1.0,657.6334,1473.3333,582.0
0.0,957.1668,788.6667,94.0
0.0,0.0,1170.0,880.0
0.0,114.0,406.0,450.0
0.0,850.0,563.3333,495.0
1.0,392.2,1126.6667,356.0
